Date,SHY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV
2022-10-31,72.990478515625,69.76407623291016,81.16670989990234,32.290592193603516,89.9845199584961,124.9586181640625,67.14808654785156,60.85476303100586,126.3243637084961
2022-11-01,72.91918182373047,69.94300079345703,81.95133209228516,32.376121520996094,89.89868927001953,123.9129867553711,66.9357681274414,61.0916862487793,126.4005355834961
2022-11-02,72.8830795288086,68.12545013427734,79.97627258300781,31.967493057250977,88.31549072265625,119.63270568847656,65.77262878417969,60.49936294555664,124.24990844726562
2022-11-03,72.7476577758789,68.64340209960938,81.455322265625,31.644393920898438,89.24061584472656,116.11466979980469,65.55108642578125,60.76363754272461,123.72654724121094
2022-11-04,72.82890319824219,71.0260009765625,82.44734954833984,32.224063873291016,90.67121124267578,118.23526763916016,66.32650756835938,61.13726043701172,124.4782943725586
2022-11-07,72.76570129394531,71.5816421508789,83.86326599121094,32.54716491699219,91.64400482177734,120.20928192138672,66.91732025146484,59.970829010009766,125.81055450439453
2022-11-08,72.83795928955078,72.8153076171875,83.9444351196289,32.737220764160156,92.44515228271484,121.3624038696289,67.11116790771484,60.3900146484375,126.43858337402344
2022-11-09,72.9552993774414,71.63814544677734,79.84098815917969,32.186065673828125,91.1576156616211,118.20594024658203,66.38191986083984,59.91615676879883,125.07778930664062
2022-11-10,73.35243225097656,75.60286712646484,81.6176528930664,33.8110466003418,94.98208618164062,127.91963195800781,67.94197845458984,62.7411003112793,128.25611877441406
2022-11-11,73.33439636230469,76.5163345336914,83.98951721191406,34.08661651611328,94.92485809326172,130.10862731933594,67.8681411743164,62.0394172668457,126.6860122680664
2022-11-14,73.2712173461914,76.41276550292969,83.96246337890625,33.601985931396484,94.34307861328125,128.99461364746094,67.33271789550781,61.301292419433594,126.80020141601562
2022-11-15,73.34342193603516,76.29974365234375,84.84628295898438,33.678001403808594,94.99160766601562,130.55819702148438,67.89583587646484,61.97562026977539,126.6384048461914
2022-11-16,73.35243225097656,75.5557861328125,83.11473083496094,33.51645278930664,94.30492401123047,128.76980590820312,68.22815704345703,62.53150939941406,126.58135223388672
2022-11-17,73.26219177246094,74.83063507080078,83.29508209228516,33.33590316772461,94.14279174804688,128.9359588623047,68.20968627929688,61.43797302246094,126.52423858642578
2022-11-18,73.18096923828125,75.32974243164062,82.63674926757812,33.61147689819336,94.83900451660156,129.08251953125,68.93894958496094,62.7411003112793,128.05628967285156
2022-11-21,73.16289520263672,75.58403778076172,81.51844024658203,33.71601104736328,95.14421844482422,127.69488525390625,69.59437561035156,63.02358627319336,128.11338806152344
2022-11-22,73.21708679199219,77.2979965209961,84.0706787109375,34.0581169128418,95.87858581542969,130.167236328125,70.10209655761719,63.56122970581055,129.2267608642578
2022-11-23,73.28022766113281,77.59935760498047,83.15980529785156,34.20066452026367,96.24099731445312,131.32040405273438,70.34209442138672,64.27204132080078,129.74063110351562
2022-11-25,73.28926849365234,77.57109832763672,82.8531723022461,34.314697265625,96.61295318603516,130.55819702148438,70.38825988769531,64.6456527709961,130.51144409179688
2022-11-28,73.30733489990234,75.83828735351562,80.58051300048828,33.72551727294922,94.85809326171875,127.76329040527344,70.12055206298828,63.980438232421875,129.53126525878906
2022-11-29,73.28022766113281,76.09258270263672,81.79801940917969,33.925071716308594,95.43987274169922,126.51241302490234,69.85284423828125,63.506561279296875,129.2077178955078
2022-11-30,73.49688720703125,77.92897033691406,82.20384979248047,34.5047492980957,97.01351928710938,132.86444091796875,71.2560043334961,65.09217834472656,132.29090881347656
2022-12-01,73.65518188476562,78.02311706542969,81.93330383300781,34.30519104003906,97.04212188720703,133.0500946044922,70.93290710449219,65.0374984741211,132.67153930664062
2022-12-02,73.63710021972656,78.88011169433594,81.44630432128906,34.143638610839844,97.59529876708984,132.278076171875,71.2560043334961,64.72766876220703,133.01412963867188
2022-12-05,73.42906188964844,77.31681823730469,79.02932739257812,33.297889709472656,95.96442413330078,130.07933044433594,70.36056518554688,64.36314392089844,131.7389678955078
2022-12-06,73.51046752929688,76.62935638427734,76.94605255126953,33.003299713134766,94.82947540283203,127.29420471191406,69.92669677734375,64.76412200927734,130.7398223876953
2022-12-07,73.66424560546875,76.45984649658203,76.76568603515625,32.870262145996094,94.70549774169922,126.64923858642578,70.22209930419922,64.46339416503906,131.8151092529297
2022-12-08,73.59188079833984,77.02488708496094,76.4229736328125,32.89876937866211,95.26820373535156,128.72096252441406,70.6005859375,64.88259887695312,133.00460815429688
2022-12-09,73.5556869506836,76.2620849609375,74.56515502929688,32.8132438659668,94.48613739013672,127.92938995361328,70.05594635009766,64.54541778564453,131.30125427246094
2022-12-12,73.51046752929688,76.92130279541016,76.5221939086914,33.2503776550293,96.10748291015625,130.72427368164062,70.79444122314453,66.02167510986328,132.70008850097656
2022-12-13,73.72755432128906,77.9854507446289,77.97415924072266,33.33590316772461,96.46990203857422,132.26829528808594,70.6928939819336,66.2221450805664,133.10928344726562
2022-12-14,73.73658752441406,77.14732360839844,77.49617767333984,32.91777420043945,96.28868103027344,131.15428161621094,70.64673614501953,66.14014434814453,133.31861877441406
2022-12-15,73.74656677246094,74.79296112060547,77.0272216796875,32.27158737182617,93.9615707397461,126.24857330322266,69.44668579101562,65.33821868896484,130.87303161621094
2022-12-16,73.819091796875,74.4727783203125,76.08027648925781,32.02451705932617,93.5610122680664,124.57750701904297,69.10511779785156,64.22647094726562,128.96983337402344
2022-12-19,73.72844696044922,73.5050277709961,76.07115936279297,31.93844985961914,93.0684585571289,122.91632843017578,69.0614242553711,63.97105407714844,128.48825073242188
2022-12-20,73.72844696044922,73.9884262084961,77.21920013427734,32.072322845458984,93.1834487915039,123.10254669189453,69.00563049316406,63.98944854736328,128.45957946777344
2022-12-21,73.80095672607422,74.6329574584961,78.68612670898438,32.56956481933594,94.9371109008789,125.14102172851562,69.69364929199219,64.88060760498047,130.15084838867188
2022-12-22,73.7556381225586,73.91260528564453,76.87297058105469,32.28269577026367,93.72966766357422,121.98530578613281,69.53559875488281,64.48555755615234,129.9692840576172
2022-12-23,73.71936798095703,74.42443084716797,79.32394409179688,32.46438217163086,94.28547668457031,122.11270141601562,69.89820098876953,65.14703369140625,130.0457305908203
2022-12-27,73.6196517944336,74.49077606201172,80.1712875366211,32.45481491088867,94.57295989990234,120.95626831054688,70.23290252685547,65.55126953125,129.7113037109375
2022-12-28,73.6196517944336,73.3533706665039,78.37635040283203,32.34007263183594,93.33678436279297,119.00598907470703,69.35894012451172,64.9265365600586,128.87045288085938
2022-12-29,73.67404174804688,74.1495590209961,79.19638061523438,32.78950119018555,94.48670959472656,122.12251281738281,69.65644836425781,65.39508819580078,130.2750701904297
2022-12-30,73.58338928222656,73.62825012207031,79.697509765625,32.70344161987305,94.11299133300781,121.95589447021484,69.31245422363281,64.77034759521484,129.80685424804688
