Year-Month,SHY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV
2022-01,1.0061373121587929,1.001229074963793,0.9961829920720424,1.011552608487809,0.9903919584325547,1.0246764862488742,0.9913311267591003,0.9733623657496526,0.9813526277665048
2022-03,1.0043690293120253,1.0194178716608207,1.0169196282718518,1.0557659632811058,1.0448277037056304,1.0756796785351073,1.0491960568200107,1.0343925486849104,1.0182052909793393
2022-04,1.0102185611256147,0.9787674155877867,0.9671662745138108,1.0046046278115,1.0193884657049943,1.0697005535784212,1.0247907169658264,1.0585600139821556,1.0217204528397392
2022-05,1.005474313338966,1.0184013029031804,0.95393335121084,1.0219837970525016,1.0327721040675837,1.0303866853998245,1.0002984133172437,0.9853725323389066,1.001378261662132
2022-05,1.0038421955972283,0.9785651821310054,1.0312529354140811,0.9791267627362734,0.9437536692294376,1.0241295683011922,0.9955267983546616,1.002007891235389,0.9849253383086711
2022-06,0.993470186196413,1.0531267944428304,1.0410826723687179,1.062161157974525,1.06156297451523,1.0374949173036616,0.999975179642872,0.9881227722633653,0.9829064120171492
2022-07,1.011935566797941,1.0121899752164312,1.047492808876469,0.9821311226400864,1.0036956878986185,1.0421503938408716,0.9970770708915705,1.0317528898895743,1.0033304018418885
2022-08,0.9946826422769072,1.0222978053305378,1.0224654083436768,1.0292767164524284,0.978846375964315,1.051746969812451,1.0550657472488076,1.0404586824716047,1.0308406486439012
2022-09,1.0023977474231935,0.9427112314397937,0.965475616136298,0.9470322469873466,0.9522492327250243,1.006873820740924,0.9802384320509976,0.9943470934212202,1.0095497220548884
2022-10,1.00289370428048,0.9598189075098846,0.9467808500888935,1.018288059399429,0.9581401031957817,0.9973299803717189,0.992256641572099,1.004730723375468,0.9932293920916789
2022-11,1.0095434548401103,0.9973384312202696,1.0223437676916602,1.0100111387066086,1.0195511196224938,0.9885052084845165,0.9864860265030807,0.9840841340847293,0.9815135534335263
2022-12,1.0031084328793312,1.0343860405342442,1.0493907712282378,1.0084829560219648,1.0539709785968359,1.0718942090333432,1.0031500911164042,0.9980533384784313,1.0232190903215859
2023-01,1.007836493225272,1.0186943505466157,1.035102638878464,1.0050272266611275,1.0210459262172644,1.069458842990338,1.0026866735412485,1.020767572754942,1.0229882394433203
2023-02,1.0029186267788552,0.9583825862845515,0.8750917270297072,0.9432582443015721,0.9619419104819692,0.9945835338015495,0.9790619567891989,0.9976812885031444,0.9877794788403336
2023-03,1.0016015799911733,1.0011975955378856,1.0112121585493168,1.0181246806672768,1.025977811398845,0.9802078000398214,1.0295744826276623,1.0053306012947756,1.0172831619952107
2023-04,1.0001280171323883,0.971499350288575,0.9754975161998264,0.9752239248557576,0.9831395057918926,0.9988742351558961,1.021539010682782,1.0186175979960261,1.0081505442583083
2023-05,0.999541900946402,1.0131916026497145,1.02527355478589,1.0406039070028066,1.0556040684263364,1.0131834608196146,1.0008600051546548,0.9633427958091288,0.9883975068066818
2023-06,0.9966097114695787,0.9963169783969598,1.0281416872804803,1.013325458069762,1.007282950207842,1.0134824991341547,1.0051127816525458,1.0090819637873587,0.9579882793135847
2023-07,1.0001535325512463,1.00432293127719,0.995571250493319,0.9981664793850242,1.0159399754054972,0.9833397590147205,1.0380602599327566,1.0359081336441776,1.0299840743178563
2023-08,1.0004666884840123,1.0051272934903281,0.9696292416936512,0.9951339532657307,1.004416895810367,1.0285447907001002,1.01165034737174,1.0019833939148857,0.9882491380044689
2023-09,0.9981544868688328,1.0649152660476684,1.1153363901308782,1.0518192239005566,1.0301293118819315,1.0433648915508387,1.000004236243078,0.9983676675036117,1.0015649298381413
2023-10,0.999691800340674,1.0417444156992774,0.9842426866282082,0.9925889877317612,0.9760159067826171,0.9737080373403412,1.0061197199932392,0.9603807022892149,0.9994261306551215
2023-11,1.0002659211152947,1.0105920111432194,1.031688117203716,1.00297300263466,1.0283818485454064,0.9989156444972646,1.0147447778846772,1.007795173811952,1.0222300834021147
2023-12,1.0028983133507898,1.0165373540216487,0.973273265934807,1.0077378894796805,1.0014303709416659,1.0420113317399984,0.9696810796779811,0.9550430446043865,0.982184338437711
